UserID,Start_Address,Start_Lat,Start_Long,End_Address,End_Lat,End_Long
PKEzKWv_FktMm2mGPjwd0Q,5757+Wayne+Newton+Blvd+Las+Vegas+NV,36.08601,-115.153969,1800+W+Charleston+Blvd+Las+Vegas+NV,36.160685,-115.167593
