UserID,Start_Address,Start_Lat,Start_Long,End_Address,End_Lat,End_Long
7G8w2SnaC-qDVQ7_GqTxMg,2730+Airport+Dr+North+Las+Vegas+NV,36.213257,-115.194572,9851+Canyon+Run+Dr+Las+Vegas+NV,36.172332644,-115.305665444
